"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name","gene_type"
3004.85365089472,6.78696784077302,0.261746648983057,25.9295309687512,3.09457295805584e-148,1.21093734421683e-143,"ENSG00000147689.16","FAM83A","protein_coding"
1916.78871446354,3.74476895284452,0.147240412319573,25.4330240852411,1.08800555217617e-142,1.06436863155514e-138,"ENSG00000183010.17","PYCR1","protein_coding"
1231.90390022972,4.16496165144245,0.167473907017532,24.8693168124778,1.59851771589522e-136,1.25103193481392e-132,"ENSG00000175832.13","ETV4","protein_coding"
1288.29118561821,6.24096937611595,0.283656151216172,22.001882734987,2.76269990014677e-107,9.00893414938694e-104,"ENSG00000272620.2","AFAP1-AS1","lncRNA"
91.8267538878455,6.47647551727258,0.297664442567718,21.7576391100163,5.84827830534937e-105,1.76037675666636e-101,"ENSG00000204949.9","FAM83A-AS1","lncRNA"
8091.42884112672,2.84517640739842,0.132256853251175,21.5125064407438,1.18902985133192e-102,3.10186180749797e-99,"ENSG00000135052.16","GOLM1","protein_coding"
131.269202872324,3.44101849586537,0.162123650393137,21.2246546849962,5.65400190703396e-100,1.16445657170603e-96,"ENSG00000162062.15","TEDC2","protein_coding"
2909.53020803071,3.98013112150665,0.193997143771672,20.5164418615932,1.53547623380274e-93,2.14588287517625e-90,"ENSG00000131747.15","TOP2A","protein_coding"
259.212533458544,6.21551193278643,0.30464345060944,20.4025785565134,1.58626465350074e-92,2.06907073853792e-89,"ENSG00000227066.2","Z98257.1","lncRNA"
4400.11183257193,5.76221886892427,0.28409100408936,20.2830036360876,1.81690491441887e-91,2.2217908189414e-88,"ENSG00000143320.9","CRABP2","protein_coding"
404.174708073443,5.37248198466945,0.266123541591804,20.1879245726787,1.25006344733891e-90,1.43871272817115e-87,"ENSG00000080031.10","PTPRH","protein_coding"
894.241872839163,4.11303432178182,0.207796653032207,19.793554235661,3.38320816569336e-87,3.22898338370115e-84,"ENSG00000179913.11","B3GNT3","protein_coding"
849.87607607725,4.56301457049481,0.230721654177666,19.7771404975325,4.68516594973812e-87,4.36512449474291e-84,"ENSG00000254726.3","MEX3A","protein_coding"
467.414123834922,3.6612228908709,0.185212795186841,19.767656371567,5.65422184789765e-87,5.14547337511821e-84,"ENSG00000008300.17","CELSR3","protein_coding"
