"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name","gene_type"
3004.85365089472,6.78696784077302,0.261746648983057,25.9295309687512,3.09457295805584e-148,1.21093734421683e-143,"ENSG00000147689.16","FAM83A","protein_coding"
31080.6916713096,-3.91447673387269,0.152196447761933,-25.7198955129082,7.00307105477924e-146,1.37018586722283e-141,"ENSG00000105974.13","CAV1","protein_coding"
6022.0926945079,-4.43198105824875,0.174018320987226,-25.4684738543942,4.40755255493004e-143,5.74906463423225e-139,"ENSG00000182010.11","RTKN2","protein_coding"
1916.78871446354,3.74476895284452,0.147240412319573,25.4330240852411,1.08800555217617e-142,1.06436863155514e-138,"ENSG00000183010.17","PYCR1","protein_coding"
1231.90390022972,4.16496165144245,0.167473907017532,24.8693168124778,1.59851771589522e-136,1.25103193481392e-132,"ENSG00000175832.13","ETV4","protein_coding"
1848.41479556744,-3.13842850222989,0.128930686538203,-24.3419823976501,7.04923545786063e-131,4.59739387835907e-127,"ENSG00000135604.10","STX11","protein_coding"
144.254141668545,-4.05957815153135,0.168908490000637,-24.0341865084226,1.22171290637702e-127,6.82954967706277e-124,"ENSG00000234281.5","LANCL1-AS1","lncRNA"
1294.90394472572,-4.91486933697022,0.20461412295919,-24.0201862212145,1.71124656353166e-127,8.37034865969467e-124,"ENSG00000150625.16","GPM6A","protein_coding"
83.0191387437304,-4.92273926120996,0.209003953156639,-23.5533308670032,1.16047655902358e-122,5.04562313679464e-119,"ENSG00000102104.9","RS1","protein_coding"
47958.2999201414,-5.65034720964642,0.244726243180194,-23.0884401125956,6.04975002052237e-118,2.36732768053061e-114,"ENSG00000204305.14","AGER","protein_coding"
83.1650250401124,-5.15184039164476,0.226208227061412,-22.7747702131369,8.15672817238759e-115,2.90164481921544e-111,"ENSG00000261863.1","LINC01996","lncRNA"
1288.29118561821,6.24096937611595,0.283656151216172,22.001882734987,2.76269990014677e-107,9.00893414938694e-104,"ENSG00000272620.2","AFAP1-AS1","lncRNA"
91.8267538878455,6.47647551727258,0.297664442567718,21.7576391100163,5.84827830534937e-105,1.76037675666636e-101,"ENSG00000204949.9","FAM83A-AS1","lncRNA"
52.705044436342,-5.55863227628464,0.257371948887629,-21.5976616733457,1.88940290062769e-103,5.28101606460443e-100,"ENSG00000224215.1","AL606469.1","lncRNA"
8091.42884112672,2.84517640739842,0.132256853251175,21.5125064407438,1.18902985133192e-102,3.10186180749797e-99,"ENSG00000135052.16","GOLM1","protein_coding"
30082.3985897723,-2.74463381216584,0.127900880523893,-21.459068936223,3.75752708465133e-102,9.1897370218432e-99,"ENSG00000213853.10","EMP2","protein_coding"
14778.5693590549,-3.41232876711372,0.159458160536831,-21.399524211403,1.34978350752045e-101,3.10696343722252e-98,"ENSG00000107742.13","SPOCK2","protein_coding"
7769.67932109531,-3.46289750878655,0.162835672297342,-21.2662094240825,2.33396338201697e-100,5.07390672787255e-97,"ENSG00000022267.19","FHL1","protein_coding"
131.269202872324,3.44101849586537,0.162123650393137,21.2246546849962,5.65400190703396e-100,1.16445657170603e-96,"ENSG00000162062.15","TEDC2","protein_coding"
134.649368414598,-2.77759628785384,0.131280409299364,-21.1577363498309,2.3419922524741e-99,4.58222494157821e-96,"ENSG00000235387.5","SPAAR","protein_coding"
117.851981283661,-4.04096020921638,0.191774306211136,-21.0714369878488,1.45449867243308e-98,2.71028512147518e-95,"ENSG00000102683.8","SGCG","protein_coding"
927.306477943155,-3.91885099739907,0.187904977027737,-20.8554933423642,1.35889636742823e-96,2.41704426153791e-93,"ENSG00000159307.19","SCUBE1","protein_coding"
2189.38448987049,-2.48711353464875,0.119422875122945,-20.8261066574412,2.51059188290231e-96,4.16796472738802e-93,"ENSG00000070778.13","PTPN21","protein_coding"
30.828120680869,-5.20732803321799,0.250048860422275,-20.8252420123971,2.55631477491791e-96,4.16796472738802e-93,"ENSG00000198358.4","AL354714.1","lncRNA"
583.269310438305,-2.93075064253909,0.141288541924875,-20.7430171096069,1.41749702249165e-95,2.21872303948482e-92,"ENSG00000186994.11","KANK3","protein_coding"
90.8412232652526,-3.41799346744948,0.166099111239582,-20.5780358602844,4.31827245653413e-94,6.49916613448603e-91,"ENSG00000197465.14","GYPE","protein_coding"
3914.67479861725,-3.53390565741559,0.171905147593845,-20.5572998067809,6.62169357618162e-94,9.59679597516899e-91,"ENSG00000136160.17","EDNRB","protein_coding"
2909.53020803071,3.98013112150665,0.193997143771672,20.5164418615932,1.53547623380274e-93,2.14588287517625e-90,"ENSG00000131747.15","TOP2A","protein_coding"
4367.46405790153,-2.58550773114474,0.126390213255321,-20.4565501121653,5.25259571097725e-93,7.08756285400864e-90,"ENSG00000139567.13","ACVRL1","protein_coding"
259.212533458544,6.21551193278643,0.30464345060944,20.4025785565134,1.58626465350074e-92,2.06907073853792e-89,"ENSG00000227066.2","Z98257.1","lncRNA"
21861.3854590602,-2.22156327085175,0.109201411817488,-20.3437229782772,5.27685709253935e-92,6.66092564155346e-89,"ENSG00000261371.6","PECAM1","protein_coding"
4400.11183257193,5.76221886892427,0.28409100408936,20.2830036360876,1.81690491441887e-91,2.2217908189414e-88,"ENSG00000143320.9","CRABP2","protein_coding"
13.6583906256561,-5.33797247543877,0.264237995535267,-20.2013812004048,9.51970972528926e-91,1.12883564018271e-87,"ENSG00000248551.1","AC095050.1","lncRNA"
404.174708073443,5.37248198466945,0.266123541591804,20.1879245726787,1.25006344733891e-90,1.43871272817115e-87,"ENSG00000080031.10","PTPRH","protein_coding"
9038.06174315376,-3.94115851838254,0.196587171508748,-20.0478926887006,2.1057768932042e-89,2.35431873165638e-86,"ENSG00000112782.19","CLIC5","protein_coding"
272.765985316809,-3.56188667307179,0.178276102444556,-19.9796081708682,8.28717238725714e-89,9.00792618571553e-86,"ENSG00000238018.2","AC093110.1","lncRNA"
1960.77611642372,-2.55910489950447,0.12839728568022,-19.9311448520653,2.1850616500328e-88,2.31090938993063e-85,"ENSG00000169744.13","LDB2","protein_coding"
163.013129493505,-4.34793961604244,0.218452928521944,-19.9033249197467,3.80809853323348e-88,3.92143957115683e-85,"ENSG00000101280.8","ANGPT4","protein_coding"
123.84993793211,-4.82318543315141,0.243138550674651,-19.8371892065994,1.42189466047497e-87,1.42667076818067e-84,"ENSG00000140600.17","SH3GL3","protein_coding"
463.908896783349,-3.32767583421339,0.168099869498379,-19.7958263985772,3.23404427511738e-87,3.16378466324045e-84,"ENSG00000123119.12","NECAB1","protein_coding"
894.241872839163,4.11303432178182,0.207796653032207,19.793554235661,3.38320816569336e-87,3.22898338370115e-84,"ENSG00000179913.11","B3GNT3","protein_coding"
849.87607607725,4.56301457049481,0.230721654177666,19.7771404975325,4.68516594973812e-87,4.36512449474291e-84,"ENSG00000254726.3","MEX3A","protein_coding"
467.414123834922,3.6612228908709,0.185212795186841,19.767656371567,5.65422184789765e-87,5.14547337511821e-84,"ENSG00000008300.17","CELSR3","protein_coding"
463.127360012743,3.93860574828024,0.200308354589994,19.6627133019092,4.50003576065208e-86,4.00206589431993e-83,"ENSG00000090889.12","KIF4A","protein_coding"
560.995869394702,-5.71371884276811,0.290938262678647,-19.6389391693012,7.18841235721939e-86,6.25088364334115e-83,"ENSG00000158764.7","ITLN2","protein_coding"
11908.0151911392,-2.48690600199075,0.127010514607492,-19.5803159264112,2.27604517775019e-85,1.9361722576205e-82,"ENSG00000157654.19","PALM2AKAP2","protein_coding"
2560.63849465296,-2.81091059209503,0.143732028843841,-19.5566055437023,3.62415252455459e-85,3.01737686039033e-82,"ENSG00000072163.20","LIMS2","protein_coding"
550.626333041514,-3.0022622890034,0.153771869454962,-19.524132077244,6.84704559167714e-85,5.58191127183163e-82,"ENSG00000111052.7","LIN7A","protein_coding"
212.551037975375,3.69648800038769,0.189389938577813,19.5178689435445,7.73997976682632e-85,6.1810846582792e-82,"ENSG00000186193.9","SAPCD2","protein_coding"
3163.1026694057,1.72006731861481,0.0883788401628822,19.4624337165404,2.28664215268363e-84,1.78957188153326e-81,"ENSG00000059573.9","ALDH18A1","protein_coding"
489.266844476821,3.6950427112645,0.19034935951328,19.4118998914032,6.12209950233324e-84,4.62486860421972e-81,"ENSG00000066279.18","ASPM","protein_coding"
